ticker,bench,klass,close,ma,stop,trend,rs_diff,rs_rank,strength
DELL,SPY,LONG,426.91,208.764,363.2541,up,103.79,100.0,0
FTNT,SPY,LONG,152.38,99.1465,145.362,up,72.83,99.0,0
MU,SPY,SHORT,900.2,505.4629,1110.5031,down,69.52,98.0,0
HPE,SPY,SHORT,48.19,28.8518,50.9157,down,66.65,97.0,0
AMD,SPY,LONG,494.95,307.0937,456.1043,up,42.69,96.0,0
PTGX,SPY,LONG,135.56,96.0753,122.865,up,33.46,95.0,0
EXTR,SPY,LONG,29.95,20.1782,28.3642,up,32.94,95.0,0
NTNX,SPY,LONG,56.85,49.4314,49.8358,up,31.22,94.0,3
HOOD,SPY,SHORT,95.65,100.4282,116.04,down,30.21,93.0,0
CERT,SPY,LONG,7.75,7.6684,6.626,up,27.22,92.0,6
DLTR,SPY,LONG,125.54,112.7049,115.2658,up,27.05,91.0,1
CSCO,SPY,SHORT,114.57,87.94,122.0523,down,24.26,90.0,0
ANGO,SPY,LONG,13.66,11.7052,12.492,up,24.01,89.0,0
GE,SPY,SHORT,361.61,313.2143,373.4939,down,23.55,88.0,0
RTX,SPY,LONG,217.6968,185.1698,198.1943,up,22.8,87.0,8
ABBV,SPY,LONG,256.91,220.7937,242.2561,up,22.77,86.0,2
DBX,SPY,LONG,30.54,26.9479,27.8793,up,21.49,85.0,3
ARQT,SPY,LONG,27.84,25.1644,25.458,up,20.32,85.0,0
MTX.DE,^GDAXI,SHORT,350.1,344.0447,365.395,down,19.69,84.0,0
LUV,SPY,SHORT,45.38,41.2245,50.652,down,18.32,83.0,0
MRNA,SPY,SHORT,55.63,44.2863,67.1497,down,17.54,82.0,1
ASML.AS,SPY,SHORT,1429.8,1193.2073,1740.1669,down,17.36,81.0,0
ASAN,SPY,SHORT,7.75,9.4807,7.7921,down,16.96,80.0,0
IBKR,SPY,SHORT,92.27,75.5512,98.2139,down,15.74,79.0,0
AIR.DE,^GDAXI,LONG,208.95,187.7237,194.1803,up,13.04,78.0,0
IOS.DE,^GDAXI,LONG,32.68,27.2249,28.8561,up,12.95,77.0,5
U,SPY,SHORT,30.44,31.5002,26.8603,up,12.45,76.0,2
PUM.DE,^GDAXI,LONG,28.49,23.363,26.1904,up,11.05,75.0,0
HIMS,SPY,SHORT,30.24,30.9163,38.0441,down,10.72,75.0,0
SZG.DE,^GDAXI,LONG,53.8,45.0854,46.7824,up,10.44,74.0,0
NOV.DE,^GDAXI,LONG,39.6247,31.2152,37.3302,up,10.39,73.0,1
LMT,SPY,LONG,580.0,538.8277,530.0131,up,10.38,72.0,6
GFT.DE,^GDAXI,SHORT,21.4,18.6883,22.226,down,10.09,71.0,0
SMCI,SPY,SHORT,29.81,33.3459,24.2094,up,9.13,70.0,0
AMGN,SPY,LONG,374.0739,336.71,349.9635,up,8.02,69.0,4
DE,SPY,LONG,625.02,542.0157,572.2057,up,7.76,68.0,4
BC8.DE,^GDAXI,SHORT,32.3,34.2318,33.1548,down,6.96,67.0,0
RDNT,SPY,SHORT,61.51,66.7406,68.0729,down,5.92,66.0,0
QCOM,SPY,SHORT,170.04,167.9736,194.4448,down,5.27,65.0,2
V,SPY,LONG,361.8578,328.4017,338.3569,up,4.35,65.0,3
TOST,SPY,LONG,30.84,30.4729,27.358,up,3.62,64.0,3
KO,SPY,LONG,84.07,74.8856,79.2032,up,3.15,63.0,2
