ticker,bench,klass,close,ma,stop,trend,rs_diff,rs_rank,strength
MU,SPY,LONG,1211.1937,406.0236,935.6566,up,203.55,100.0,0
AMD,SPY,SHORT,551.63,263.0978,565.8813,down,136.81,99.0,0
DELL,SPY,LONG,418.0192,174.0995,363.2541,up,114.63,98.0,2
2GB.DE,^GDAXI,SHORT,71.5864,39.8941,72.0707,down,95.49,97.0,0
EXTR,SPY,LONG,31.85,19.032,27.815,up,92.39,96.0,4
HPE,SPY,SHORT,48.4,26.1873,56.2529,down,74.67,95.0,0
FTNT,SPY,LONG,145.39,90.2392,129.8564,up,70.67,95.0,0
NOV.DE,^GDAXI,SIGNAL,36.4079,30.492,31.7334,up,58.88,94.0,0
QCOM,SPY,SHORT,221.9,165.647,251.372,down,57.24,93.0,0
HIMS,SPY,LONG,33.54,33.3024,27.2144,up,47.32,92.0,2
CRNC,SPY,SHORT,10.56,10.0315,12.9768,down,46.86,91.0,0
U,SPY,SHORT,27.14,33.1012,26.4016,up,38.85,90.0,0
IESC,SPY,LONG,754.74,482.3815,620.2636,up,36.94,89.0,2
CSCO,SPY,LONG,121.0771,82.1122,114.2561,up,35.7,88.0,1
SMCI,SPY,SHORT,35.46,35.5268,39.5813,down,33.82,87.0,0
HOOD,SPY,LONG,105.71,102.8155,87.4327,up,32.1,86.0,3
QUBT,SPY,SHORT,10.54,11.7852,12.5322,down,30.36,85.0,0
SZG.DE,^GDAXI,SHORT,51.85,41.8789,60.217,down,27.57,85.0,3
IBKR,SPY,LONG,96.82,72.22,87.1206,up,27.49,84.0,7
RKLB,SPY,SHORT,100.29,74.0753,133.7253,down,23.99,83.0,1
ASML.AS,SPY,LONG,1653.8085,1094.9722,1507.3004,up,23.34,82.0,4
JBL,SPY,LONG,377.1585,261.4271,339.024,up,19.59,81.0,1
PUM.DE,^GDAXI,LONG,28.13,22.4869,25.8514,up,18.53,80.0,1
APH,SPY,LONG,165.71,136.3353,147.7935,up,15.3,79.0,6
GFT.DE,^GDAXI,LONG,20.783,18.2363,20.3538,up,14.91,78.0,0
QQQ,SPY,SHORT,737.95,627.9225,749.0883,down,12.05,77.0,0
AVGO,SPY,SHORT,392.13,359.0494,448.4277,down,9.57,76.0,0
SIX2.DE,^GDAXI,LONG,71.2,68.7916,67.5736,up,8.5,75.0,0
LUV,SPY,LONG,48.57,39.1386,42.6517,up,7.75,75.0,5
GOOG,SPY,SHORT,348.78,310.8441,383.8414,down,6.89,74.0,2
ORCL,SPY,SHORT,174.4631,203.1068,216.0736,down,6.69,73.0,3
GE,SPY,LONG,354.6779,305.001,328.6906,up,6.12,72.0,4
NTNX,SPY,SHORT,46.61,52.1783,52.6742,down,5.92,71.0,0
AIR.DE,^GDAXI,LONG,189.64,186.8005,175.4027,up,5.13,70.0,0
ARQT,SPY,LONG,26.66,24.053,23.3191,up,3.61,69.0,1
KTN.DE,^GDAXI,LONG,23.48,23.2046,22.164,up,3.38,68.0,1
NVDA,SPY,SHORT,208.65,189.8757,228.4627,down,3.28,67.0,0
CRSP,SPY,SHORT,54.36,55.5399,47.4564,up,1.81,66.0,2
RBC,SPY,LONG,645.73,499.1217,589.1174,up,1.34,65.0,2
BC8.DE,^GDAXI,SHORT,30.08,35.0044,33.1563,down,0.13,65.0,0
DBX,SPY,SHORT,25.8,27.1742,24.7978,up,0.03,64.0,0
SPY,SPY,SHORT,744.39,685.0258,759.2122,down,0.0,63.0,0
HLT,SPY,LONG,342.7739,296.5492,327.8477,up,-0.45,62.0,0
ABBV,SPY,LONG,228.3844,216.6531,209.7253,up,-1.68,61.0,3
ASAN,SPY,SHORT,6.75,10.2782,8.2784,down,-2.05,60.0,0
DUE.DE,^GDAXI,SHORT,19.46,20.2673,20.9237,down,-2.69,59.0,1
IOS.DE,^GDAXI,SHORT,26.54,28.3441,29.9478,down,-2.71,58.0,0
MRNA,SPY,LONG,59.345,39.3958,52.1158,up,-2.78,57.0,2
MTX.DE,^GDAXI,SHORT,337.8,345.5662,302.0302,up,-2.8,56.0,4
ANGO,SPY,LONG,12.39,11.4153,11.1238,up,-3.2,55.0,2
PTGX,SPY,LONG,115.03,87.7821,101.502,up,-3.35,55.0,0
AMZN,SPY,SHORT,232.79,232.8377,260.8598,down,-3.67,54.0,2
RZLV,SPY,SHORT,2.67,3.3918,2.9081,down,-5.53,53.0,0
22UA.DE,^GDAXI,SHORT,79.3,85.403,81.8436,down,-6.05,52.0,0
V,SPY,SHORT,325.9944,327.2316,311.813,up,-6.29,51.0,0
LYFT,SPY,SHORT,14.22,17.2201,12.8523,up,-6.38,50.0,0
DLTR,SPY,LONG,113.93,109.3815,99.9597,up,-6.79,49.0,1
KO,SPY,LONG,79.53,72.8183,77.6236,up,-7.25,48.0,0
HBH.DE,^GDAXI,SHORT,78.5392,82.1443,78.7363,down,-8.26,47.0,0
IBM,SPY,SHORT,250.4236,268.5904,284.1875,down,-8.37,46.0,2
TSLA,SPY,SHORT,405.05,417.3186,444.2399,down,-8.68,45.0,0
WH,SPY,LONG,82.02,78.2665,76.0849,up,-9.49,45.0,0
DE,SPY,LONG,597.0425,524.7756,545.4285,up,-9.76,44.0,3
B,SPY,SHORT,40.14,40.2394,43.3246,down,-10.19,43.0,1
MLB1.DE,^GDAXI,SHORT,1409.8,1686.9975,1492.3969,down,-10.46,42.0,1
MSFT,SPY,SHORT,366.6498,448.0378,410.0445,down,-14.41,41.0,5
VRSN,SPY,SHORT,246.965,256.4698,281.0186,down,-14.96,40.0,7
HAG.DE,^GDAXI,SHORT,69.1,82.849,81.8105,down,-15.04,39.0,2
MBB.DE,^GDAXI,SHORT,177.8,189.679,186.3508,down,-15.27,38.0,0
AMGN,SPY,LONG,342.7172,326.3052,325.2145,up,-15.49,37.0,0
KGX.DE,^GDAXI,SHORT,42.11,54.2472,37.5463,up,-15.67,36.0,0
UBER,SPY,SHORT,71.43,81.967,74.7663,down,-15.88,35.0,0
ACHR,SPY,SHORT,5.43,7.7069,6.4759,down,-15.96,35.0,0
8RMY.DE,^GDAXI,SHORT,9.467,10.1324,10.1808,down,-15.98,34.0,0
DUK,SPY,SHORT,122.4435,121.2311,125.1232,down,-16.41,33.0,1
STO3.DE,^GDAXI,SHORT,96.9,111.8616,101.5058,down,-16.55,32.0,0
CSF.DE,^GDAXI,SHORT,225.0,,240.7683,down,-16.87,31.0,2
BIDU,SPY,SHORT,111.74,127.8393,125.8943,down,-16.96,30.0,5
TIMA.DE,^GDAXI,SHORT,43.8,47.2214,47.5022,down,-18.03,29.0,2
ADN1.DE,^GDAXI,SHORT,51.2,75.6646,57.6543,down,-18.67,28.0,0
META,SPY,SHORT,563.85,652.8457,621.7754,down,-18.75,27.0,2
BWXT,SPY,SIGNAL,209.6695,196.1347,187.0811,up,-18.96,26.0,0
ST5.DE,^GDAXI,SHORT,19.34,21.5508,20.0819,down,-19.64,25.0,0
RTX,SPY,LONG,181.228,180.7542,175.072,up,-19.99,25.0,0
FIGR,SPY,SHORT,29.09,,34.4089,down,-20.42,24.0,0
LRN,SPY,SHORT,82.32,94.0033,94.7871,down,-20.71,23.0,0
RDNT,SPY,SHORT,55.76,68.2562,60.046,down,-21.7,22.0,0
CEG,SPY,SHORT,275.1071,317.7923,278.2499,down,-22.65,21.0,0
VERX,SPY,SHORT,10.58,17.5671,12.9074,down,-22.89,20.0,3
