ticker,bench,klass,close,ma,stop,trend,rs_diff,rs_rank,strength
MU,SPY,LONG,1213.3734,420.6581,935.6566,up,260.62,100.0,0
AMD,SPY,SHORT,532.57,268.6369,565.8813,down,155.17,99.0,0
DELL,SPY,LONG,408.7745,178.5965,363.2541,up,132.94,98.0,0
HPE,SPY,SHORT,46.72,26.5655,56.2056,down,90.75,97.0,1
EXTR,SPY,LONG,30.96,19.1697,27.815,up,90.32,96.0,0
2GB.DE,^GDAXI,SHORT,66.4553,40.3768,72.0707,down,75.02,95.0,0
FTNT,SPY,LONG,149.93,91.2771,130.6003,up,73.17,95.0,3
HIMS,SPY,SHORT,32.71,33.0635,27.2144,up,57.68,94.0,1
IESC,SPY,LONG,766.54,488.1561,633.6282,up,57.04,93.0,2
CRNC,SPY,SHORT,9.85,10.0373,12.3547,down,48.78,92.0,1
QCOM,SPY,SHORT,204.9,166.3163,247.7683,down,45.35,91.0,0
CSCO,SPY,LONG,118.5266,82.9164,114.2561,up,38.77,90.0,0
JBL,SPY,LONG,374.5591,263.8905,339.024,up,34.92,89.0,0
SMCI,SPY,SHORT,31.68,35.4083,39.5813,down,33.94,88.0,0
SZG.DE,^GDAXI,SHORT,47.34,42.2873,55.8695,down,28.47,87.0,6
IBKR,SPY,LONG,92.16,72.6936,87.1206,up,28.36,86.0,0
LUV,SPY,LONG,52.09,39.4358,46.2807,up,27.67,85.0,7
QUBT,SPY,SHORT,9.09,11.7061,12.5322,down,27.57,85.0,3
ASML.AS,SPY,LONG,1592.0826,1108.3531,1507.3004,up,27.17,84.0,0
HOOD,SPY,SHORT,93.47,102.6779,87.4327,up,26.96,83.0,0
RKLB,SPY,SHORT,80.69,74.6986,112.4884,down,24.13,82.0,5
NOV.DE,^GDAXI,LONG,37.7581,30.5723,34.4119,up,23.68,81.0,0
APH,SPY,LONG,165.15,137.1111,147.7935,up,22.32,80.0,3
GE,SPY,LONG,370.8976,306.2961,339.5701,up,19.41,79.0,7
AIR.DE,^GDAXI,LONG,195.16,186.9761,180.176,up,14.08,78.0,2
U,SPY,SHORT,26.71,32.8611,26.4016,up,13.55,77.0,0
GFT.DE,^GDAXI,SHORT,20.1,18.294,22.7147,down,13.02,76.0,0
KTN.DE,^GDAXI,LONG,23.44,23.1895,22.2106,up,12.92,75.0,0
AVGO,SPY,SHORT,378.91,359.8577,440.1118,down,12.85,75.0,1
