ticker,bench,klass,close,ma,stop,trend,rs_diff,rs_rank,strength
MRNA,SPY,LONG,138.89,49.3024,102.007,up,190.53,100.0,0
WIX,SPY,LONG,84.42,77.3473,68.9497,up,58.91,99.0,6
U,SPY,LONG,46.16,31.9279,40.9765,up,52.74,98.0,3
PTGX,SPY,LONG,154.72,103.1265,142.4654,up,52.65,97.0,1
TOST,SPY,LONG,36.71,30.2161,33.1002,up,45.64,96.0,5
ASAN,SPY,LONG,9.76,8.9565,8.0667,up,45.11,95.0,3
CERT,SPY,LONG,7.96,7.2613,7.5251,up,38.95,94.0,0
HPE,SPY,LONG,52.43,31.7666,51.5695,up,36.18,94.0,0
DELL,SPY,LONG,433.19,237.7819,397.6039,up,35.42,93.0,0
NTNX,SPY,LONG,66.68,48.8671,61.4205,up,35.18,92.0,2
RDNT,SPY,LONG,74.69,66.1663,68.201,up,33.6,91.0,0
ANGO,SPY,LONG,15.77,12.0695,14.4567,up,32.32,90.0,1
DBX,SPY,LONG,34.88,27.4405,31.2445,up,31.74,89.0,2
AMGN,SPY,LONG,443.84,348.937,407.6427,up,31.24,88.0,5
EXLS,SPY,LONG,37.66,33.5764,34.3056,up,27.94,87.0,6
LYFT,SPY,LONG,17.68,16.2018,15.6029,up,26.49,86.0,2
PLTR,SPY,LONG,175.89,151.4316,154.5679,up,21.27,85.0,1
HIMS,SPY,SHORT,31.08,28.8315,34.2642,down,21.02,84.0,0
HOOD,SPY,LONG,103.62,95.9157,87.3811,up,20.7,83.0,0
ABBV,SPY,LONG,264.52,224.037,246.3468,up,20.41,83.0,0
DLTR,SPY,LONG,136.75,115.9536,122.7186,up,19.58,82.0,5
DE,SPY,LONG,648.64,557.6731,588.2887,up,19.22,81.0,0
CRM,SPY,LONG,209.06,199.8454,186.7796,up,17.54,80.0,4
22UA.DE,^GDAXI,LONG,96.05,84.0277,85.1622,up,16.79,79.0,0
V,SPY,LONG,382.41,330.8382,355.9776,up,16.47,78.0,6
RTX,SPY,SHORT,209.22,190.3121,223.4708,down,15.86,77.0,0
FTNT,SPY,LONG,151.99,106.514,145.6367,up,15.75,76.0,0
B,SPY,LONG,48.16,41.7968,43.0237,up,14.57,75.0,6
ARQT,SPY,SHORT,24.78,25.6105,28.2278,down,14.14,74.0,2
KO,SPY,LONG,91.99,76.985,87.318,up,13.7,73.0,7
MSFT,SPY,LONG,487.31,429.3186,458.5286,up,12.91,72.0,1
AIR.DE,^GDAXI,LONG,202.85,188.3993,202.6107,up,12.69,72.0,0
MTX.DE,^GDAXI,SHORT,353.0,343.3856,381.7178,down,12.55,71.0,0
NOV.DE,^GDAXI,LONG,40.025,31.9009,36.4988,up,11.37,70.0,0
IBKR,SPY,SHORT,93.05,77.6763,96.9743,down,10.64,69.0,0
MLB1.DE,^GDAXI,SIGNAL,1703.2,1602.727,1528.9522,up,10.54,68.0,0
UBER,SPY,LONG,79.29,77.0217,70.7084,up,10.37,67.0,2
FIGR,SPY,LONG,38.64,36.9443,31.4835,up,9.82,66.0,3
VERX,SPY,SHORT,13.68,14.8902,11.6703,up,6.79,65.0,3
ASML.AS,SPY,LONG,1489.8,1254.2456,1426.3372,up,6.09,64.0,0
IOS.DE,^GDAXI,SHORT,33.4,27.2496,34.3439,down,5.82,63.0,0
GE,SPY,SHORT,341.84,319.2714,373.8165,down,5.25,62.0,0
LMT,SPY,LONG,564.14,548.9893,559.7458,up,4.26,61.0,0
CSF.DE,^GDAXI,SHORT,250.6,240.2227,266.6016,down,4.17,61.0,0
APH,SPY,LONG,155.55,144.3782,150.619,up,4.05,60.0,0
8RMY.DE,^GDAXI,SHORT,10.362,9.9478,11.0022,down,2.79,59.0,0
ODD,SPY,SHORT,13.63,22.768,15.1019,down,2.61,58.0,0
BC8.DE,^GDAXI,LONG,35.4,34.3271,34.2822,up,2.2,57.0,0
HBH.DE,^GDAXI,LONG,80.8,79.5805,80.221,up,1.88,56.0,0
GMED,SPY,SHORT,84.08,85.8176,80.0302,up,0.54,55.0,0
PEGA,SPY,SHORT,34.28,42.4096,29.7543,up,0.23,54.0,2
HAG.DE,^GDAXI,LONG,86.98,78.9377,84.2156,up,0.03,53.0,0
SPY,SPY,LONG,763.47,705.4516,755.6609,up,0.0,52.0,0
CRSP,SPY,LONG,57.075,53.0859,52.2721,up,-0.2,51.0,0
SIX2.DE,^GDAXI,LONG,73.0,67.2297,68.9694,up,-1.13,50.0,2
MBB.DE,^GDAXI,SHORT,182.0,190.7822,192.762,down,-1.57,50.0,0
DUK,SPY,SHORT,121.97,122.2915,127.8062,down,-2.02,49.0,0
MCD,SPY,SHORT,272.54,295.5086,279.196,down,-2.72,48.0,0
NOC,SPY,SHORT,549.28,601.3315,543.0256,up,-2.79,47.0,0
MU,SPY,SHORT,910.43,574.4108,1044.515,down,-2.84,46.0,1
VRSN,SPY,LONG,290.79,258.2155,266.0669,up,-2.95,45.0,3
HLT,SPY,SHORT,330.07,310.3173,336.7188,down,-3.61,44.0,0
NEGG,SPY,SHORT,18.19,39.1,14.2785,up,-3.69,43.0,0
NVDA,SPY,LONG,208.48,195.1715,207.4053,up,-4.02,42.0,0
QQQ,SPY,LONG,706.32,652.1894,698.2899,up,-5.31,41.0,0
AMZN,SPY,LONG,262.07,238.3897,249.9177,up,-5.79,40.0,0
CEG,SPY,SHORT,273.43,298.4237,254.4442,up,-5.79,40.0,0
NEM.DE,^GDAXI,SHORT,66.0,69.5544,57.7492,up,-6.2,39.0,0
BABA,SPY,SHORT,118.47,136.552,132.6179,down,-6.67,38.0,0
LUV,SPY,SHORT,40.71,42.5173,44.3652,down,-7.03,37.0,4
KGX.DE,^GDAXI,SHORT,40.28,50.678,43.717,down,-7.59,36.0,0
STO3.DE,^GDAXI,SHORT,95.7,106.4877,91.0575,up,-7.96,35.0,1
CSCO,SPY,SHORT,110.23,92.5557,120.9074,down,-8.18,34.0,0
GFT.DE,^GDAXI,LONG,22.65,19.2472,20.9774,up,-8.29,33.0,0
LRN,SPY,SHORT,85.07,82.1857,90.2155,down,-8.94,32.0,0
KTN.DE,^GDAXI,SHORT,21.84,22.5754,22.3553,down,-10.36,31.0,0
TIMA.DE,^GDAXI,SHORT,43.1,46.5771,45.8096,down,-10.72,30.0,1
WH,SPY,SHORT,74.35,77.9838,79.176,down,-10.94,29.0,0
RHM.DE,^GDAXI,SHORT,1125.2,1414.8804,1070.2165,up,-11.19,28.0,0
ADN1.DE,^GDAXI,SHORT,59.3,66.8969,55.2232,up,-11.56,28.0,0
GOOG,SPY,LONG,344.59,332.1408,332.7636,up,-12.14,27.0,0
ACHR,SPY,SHORT,6.07,6.5634,5.1652,up,-12.3,26.0,0
AMD,SPY,SHORT,456.75,330.8968,536.72,down,-13.28,25.0,3
META,SPY,SHORT,559.02,623.0311,605.1589,down,-13.36,24.0,0
IBM,SPY,SHORT,231.04,262.0249,242.6433,down,-13.37,23.0,1
PUM.DE,^GDAXI,SHORT,25.29,23.9802,27.4115,down,-13.48,22.0,0
