ticker,bench,klass,close,ma,stop,trend,rs_diff,rs_rank,strength
MU,SPY,LONG,1154.1125,435.6894,935.6566,up,201.01,100.0,0
AMD,SPY,SIGNAL,580.91,274.4916,456.1043,up,152.93,99.0,0
DELL,SPY,LONG,430.7482,182.9818,363.2541,up,134.05,98.0,2
EXTR,SPY,LONG,32.37,19.3136,28.0867,up,96.58,97.0,4
FTNT,SPY,LONG,153.62,92.378,137.5419,up,71.98,96.0,3
HPE,SPY,SHORT,45.11,26.8732,52.6305,down,69.68,95.0,1
2GB.DE,^GDAXI,SHORT,70.6399,40.8792,72.0707,down,69.36,95.0,0
HIMS,SPY,LONG,34.67,32.8368,27.2144,up,66.98,94.0,3
CRNC,SPY,SHORT,11.32,10.0573,12.3547,down,41.98,93.0,0
IESC,SPY,LONG,734.66,493.4207,633.6282,up,38.1,92.0,0
RKLB,SPY,SHORT,101.65,75.4115,111.6721,down,35.92,91.0,0
CSCO,SPY,SHORT,117.0222,83.6593,126.764,down,34.49,90.0,0
ASML.AS,SPY,LONG,1719.3295,1122.424,1507.3004,up,34.44,89.0,5
QCOM,SPY,SHORT,184.79,166.7713,238.112,down,32.11,88.0,3
HOOD,SPY,SHORT,100.28,102.4133,87.4327,up,31.38,87.0,0
JBL,SPY,LONG,385.3968,266.2852,339.024,up,29.41,86.0,2
MRNA,SPY,LONG,70.03,40.5945,57.1095,up,28.18,85.0,6
QUBT,SPY,SHORT,9.7,11.6126,12.0798,down,27.03,85.0,0
NOV.DE,^GDAXI,LONG,38.0843,30.6738,35.2271,up,25.31,84.0,0
APH,SPY,LONG,176.32,137.8786,151.6628,up,23.8,83.0,6
LUV,SPY,LONG,51.42,39.7474,46.2807,up,23.19,82.0,5
GE,SPY,LONG,373.2647,307.6866,341.648,up,18.76,81.0,6
IBKR,SPY,SHORT,87.04,73.0817,98.2139,down,14.46,80.0,0
KTN.DE,^GDAXI,LONG,23.22,23.1657,22.2106,up,12.86,79.0,0
PUM.DE,^GDAXI,LONG,26.58,22.6987,25.8514,up,12.66,78.0,0
SMCI,SPY,SHORT,29.33,35.195,38.4188,down,12.15,77.0,0
AIR.DE,^GDAXI,LONG,194.44,187.0672,180.176,up,12.07,76.0,1
ANGO,SPY,LONG,13.01,11.4819,12.0957,up,12.03,75.0,1
QQQ,SPY,SHORT,736.4,632.1667,749.0883,down,11.86,75.0,0
U,SPY,SHORT,28.58,32.6267,26.4016,up,11.47,74.0,2
SZG.DE,^GDAXI,SHORT,45.26,42.6136,51.6767,down,10.03,73.0,3
NTNX,SPY,SHORT,50.96,51.4107,52.6742,down,9.83,72.0,0
MTX.DE,^GDAXI,LONG,363.9,345.5007,327.6113,up,8.48,71.0,6
GFT.DE,^GDAXI,SHORT,20.6,18.3674,22.5425,down,7.48,70.0,0
ABBV,SPY,LONG,249.8615,217.7656,230.7498,up,7.33,69.0,5
CERT,SPY,SHORT,6.55,8.1276,5.2984,up,6.91,68.0,6
AVGO,SPY,SHORT,377.75,360.1432,425.2147,down,6.12,67.0,0
GOOG,SPY,SHORT,353.33,314.1118,374.0294,down,5.91,66.0,0
PTGX,SPY,LONG,122.58,89.6707,109.7591,up,3.96,65.0,4
RBC,SPY,LONG,644.06,506.7811,598.0013,up,3.35,65.0,1
DBX,SPY,LONG,27.47,27.0593,24.7978,up,3.23,64.0,2
TSLA,SPY,SHORT,420.6,418.5439,424.6375,down,2.48,63.0,0
V,SPY,LONG,342.4538,327.0452,319.2487,up,0.14,62.0,6
SPY,SPY,SHORT,746.77,687.8024,759.2122,down,0.0,61.0,0
IOS.DE,^GDAXI,SHORT,27.24,28.0292,29.1615,down,-0.01,60.0,0
IBM,SPY,SHORT,279.2071,269.1871,284.1875,down,-0.01,60.0,0
BC8.DE,^GDAXI,SHORT,30.98,34.8415,33.1563,down,-0.41,58.0,0
AMZN,SPY,SHORT,238.34,232.8586,253.4696,down,-0.54,57.0,0
NVDA,SPY,SHORT,200.09,190.6331,214.1479,down,-1.23,56.0,0
RDNT,SPY,SHORT,61.67,67.8673,51.6039,up,-1.6,55.0,0
22UA.DE,^GDAXI,SHORT,82.0,85.1385,76.5302,up,-2.22,55.0,0
DLTR,SPY,LONG,120.95,109.997,108.0113,up,-2.62,54.0,2
ARQT,SPY,LONG,26.22,24.3352,23.7662,up,-3.2,53.0,0
DE,SPY,LONG,634.33,529.1354,571.5625,up,-3.69,52.0,4
CRSP,SPY,SHORT,54.54,55.5611,47.4564,up,-4.0,51.0,0
ASAN,SPY,SHORT,7.0,10.0674,7.7921,down,-4.27,50.0,0
LYFT,SPY,SHORT,14.61,17.1181,12.9677,up,-4.64,49.0,0
ODD,SPY,SHORT,15.13,30.2621,11.2658,up,-5.0,48.0,0
MBB.DE,^GDAXI,SHORT,172.8,190.0403,186.3508,down,-5.53,47.0,3
HLT,SPY,LONG,330.3096,298.4068,327.8477,up,-5.74,46.0,0
KO,SPY,LONG,81.27,73.2791,78.1774,up,-7.55,45.0,0
SIX2.DE,^GDAXI,SHORT,63.7,68.3725,70.8991,down,-7.87,45.0,1
MLB1.DE,^GDAXI,SHORT,1475.0,1670.334,1492.3969,down,-8.91,44.0,0
TOST,SPY,SHORT,27.82,31.2487,24.4545,up,-9.06,43.0,4
AMGN,SPY,LONG,360.0161,328.7063,333.5251,up,-9.3,42.0,5
HBH.DE,^GDAXI,SHORT,76.1152,81.45,78.7363,down,-10.13,41.0,0
WH,SPY,LONG,84.21,78.2926,78.8677,up,-11.11,40.0,0
BIDU,SPY,SHORT,114.29,127.9189,116.2332,down,-11.16,39.0,0
DUE.DE,^GDAXI,SHORT,17.72,20.2341,19.5773,down,-11.84,38.0,4
RZLV,SPY,SHORT,3.15,3.3119,2.2646,up,-12.87,37.0,0
KGX.DE,^GDAXI,SHORT,38.77,53.7241,37.5463,up,-13.67,36.0,0
ORCL,SPY,SHORT,146.0419,199.9095,177.4093,down,-13.69,35.0,7
UBER,SPY,SHORT,72.16,81.3568,67.5498,up,-13.71,35.0,0
MSFT,SPY,SHORT,372.3191,444.1687,393.6438,down,-14.06,34.0,0
