ticker,bench,klass,close,ma,stop,trend,rs_diff,rs_rank,strength
MRNA,SPY,LONG,158.83,49.9788,102.007,up,235.07,100.0,0
WIX,SPY,LONG,86.055,77.0801,70.1927,up,52.0,99.0,6
PTGX,SPY,LONG,150.59,103.49,142.4654,up,49.75,98.0,0
U,SPY,LONG,44.99,31.941,40.9765,up,46.15,97.0,0
TOST,SPY,LONG,36.8,30.205,33.1722,up,39.87,96.0,5
CERT,SPY,LONG,8.14,7.2441,7.5251,up,38.36,95.0,0
ANGO,SPY,LONG,15.95,12.0897,14.4567,up,37.43,95.0,3
RDNT,SPY,LONG,76.86,66.1599,68.201,up,36.9,94.0,1
AMGN,SPY,LONG,442.24,349.5921,412.6714,up,30.57,93.0,4
DBX,SPY,LONG,34.78,27.4688,31.2445,up,27.88,92.0,2
EXLS,SPY,LONG,37.45,33.5663,34.3056,up,27.5,91.0,5
22UA.DE,^GDAXI,LONG,100.0,84.0837,85.1622,up,26.52,90.0,0
NTNX,SPY,LONG,66.44,48.8508,61.4205,up,26.09,89.0,1
LYFT,SPY,LONG,17.65,16.1896,15.6756,up,23.58,88.0,2
HPE,SPY,LONG,53.44,31.9171,51.5695,up,23.02,87.0,0
ABBV,SPY,LONG,265.79,224.3071,247.8686,up,21.44,86.0,0
ASAN,SPY,LONG,9.44,8.938,8.0667,up,21.09,85.0,0
HIMS,SPY,SHORT,31.75,28.7716,34.2642,down,19.91,85.0,0
NOV.DE,^GDAXI,LONG,41.42,31.9684,37.2077,up,18.47,84.0,0
HOOD,SPY,LONG,112.09,95.7638,87.8538,up,17.36,83.0,0
V,SPY,LONG,384.14,331.0722,361.3978,up,16.42,82.0,6
RTX,SPY,SHORT,210.28,190.5063,222.7438,down,15.92,81.0,0
KO,SPY,LONG,91.64,77.1075,87.318,up,15.23,80.0,5
DE,SPY,LONG,630.66,558.479,588.2887,up,15.11,79.0,0
FIGR,SPY,LONG,41.14,36.9565,32.4061,up,14.87,78.0,5
ARQT,SPY,SHORT,24.86,25.6129,28.2278,down,14.34,77.0,2
MTX.DE,^GDAXI,SHORT,356.8,343.3746,381.7178,down,14.31,76.0,0
AIR.DE,^GDAXI,LONG,204.6,188.3985,202.6107,up,13.99,75.0,0
DLTR,SPY,LONG,134.48,116.1014,122.7186,up,13.99,75.0,2
MLB1.DE,^GDAXI,LONG,1715.6,1602.045,1539.5469,up,13.45,74.0,0
B,SPY,LONG,48.87,41.88,43.4014,up,13.35,73.0,6
UBER,SPY,LONG,80.35,76.9597,71.7725,up,12.63,72.0,4
IBKR,SPY,SIGNAL,98.19,77.8104,85.9934,up,11.51,71.0,0
FTNT,SPY,LONG,153.66,106.8523,145.6367,up,9.86,70.0,0
PLTR,SPY,LONG,172.73,151.3558,154.5679,up,8.84,69.0,0
MSFT,SPY,LONG,491.71,429.262,458.5286,up,7.91,68.0,3
IOS.DE,^GDAXI,SHORT,33.64,27.2735,34.3439,down,7.29,67.0,0
CRSP,SPY,LONG,60.9,53.1055,52.2721,up,6.89,66.0,3
