ticker,bench,klass,close,ma,stop,trend,rs_diff,rs_rank,strength
FTNT,SPY,LONG,163.21,100.9447,145.362,up,77.93,100.0,4
DELL,SPY,LONG,429.02,214.9512,363.2541,up,76.44,99.0,2
HPE,SPY,SHORT,50.24,29.4054,50.9157,down,62.4,98.0,0
NTNX,SPY,LONG,61.06,49.1957,54.3586,up,38.06,97.0,6
ANGO,SPY,LONG,15.17,11.7947,13.3585,up,33.77,96.0,6
DLTR,SPY,LONG,129.35,113.6459,118.0457,up,30.51,95.0,3
DBX,SPY,LONG,33.05,27.0438,29.6896,up,30.35,95.0,4
CERT,SPY,LONG,8.18,7.559,7.0566,up,27.16,94.0,4
EXTR,SPY,LONG,29.98,20.4192,28.3642,up,23.84,93.0,0
PTGX,SPY,LONG,132.28,97.5851,122.865,up,23.71,92.0,0
CSCO,SPY,SHORT,115.86,89.1103,122.0523,down,23.39,91.0,0
ASAN,SPY,SHORT,8.53,9.3262,6.8409,up,21.38,90.0,0
MU,SPY,SHORT,829.5,521.1497,1044.515,down,20.94,89.0,0
RTX,SPY,LONG,215.9327,186.5778,199.9059,up,19.58,88.0,5
U,SPY,LONG,33.38,31.385,27.6695,up,18.85,87.0,3
MTX.DE,^GDAXI,SIGNAL,369.5,343.4832,336.5917,up,18.26,86.0,0
GE,SPY,SHORT,368.93,314.7791,373.4939,down,17.27,85.0,0
ABBV,SPY,SHORT,245.1,221.6074,271.6344,down,16.88,85.0,0
MLB1.DE,^GDAXI,LONG,1639.4,1624.9925,1528.4629,up,15.62,84.0,2
HAG.DE,^GDAXI,LONG,86.34,79.1717,74.3391,up,15.2,83.0,3
APH,SPY,SIGNAL,163.34,141.9501,139.6909,up,14.62,82.0,0
MSFT,SPY,LONG,486.7337,431.3306,427.343,up,14.54,81.0,8
BC8.DE,^GDAXI,LONG,37.04,34.28,33.3154,up,13.1,80.0,0
TOST,SPY,LONG,32.79,30.3763,28.9399,up,12.31,79.0,4
AMGN,SPY,LONG,376.6687,339.1817,359.5407,up,11.77,78.0,0
AIR.DE,^GDAXI,LONG,208.0,187.9201,195.5548,up,11.6,77.0,0
LYFT,SPY,SHORT,16.38,16.4304,14.15,up,11.59,76.0,0
AMD,SPY,SHORT,484.64,313.1562,557.3343,down,11.5,75.0,0
V,SPY,LONG,364.9919,328.9518,343.9444,up,11.43,75.0,2
LMT,SPY,LONG,586.29,540.8597,534.5383,up,11.24,74.0,5
HIMS,SPY,SHORT,30.82,30.2204,35.2184,down,11.14,73.0,0
HOOD,SPY,SHORT,90.34,99.0691,105.7623,down,10.77,72.0,0
LUV,SPY,SHORT,47.07,41.5728,50.3163,down,10.4,70.0,0
RDNT,SPY,SHORT,66.8,66.5146,68.0729,down,10.4,70.0,0
MRNA,SPY,SHORT,55.14,45.0008,65.6268,down,9.5,69.0,1
CSF.DE,^GDAXI,LONG,253.7,239.1056,232.7221,up,7.72,68.0,2
EXLS,SPY,LONG,34.24,33.9489,29.9402,up,7.04,67.0,4
KO,SPY,LONG,86.86,75.4514,83.2182,up,6.82,66.0,1
GFT.DE,^GDAXI,LONG,23.75,18.8404,20.6522,up,6.17,65.0,0
ASML.AS,SPY,SHORT,1419.6,1206.986,1614.6837,down,6.11,65.0,0
IOS.DE,^GDAXI,LONG,31.5,27.2039,30.2531,up,5.48,64.0,0
VRSN,SPY,LONG,298.0152,255.3649,262.7456,up,5.16,63.0,4
RZLV,SPY,SHORT,2.57,2.8742,2.7007,down,4.92,62.0,0
IESC,SPY,LONG,724.99,521.7162,528.2173,up,4.08,61.0,0
8RMY.DE,^GDAXI,LONG,10.378,9.891,9.673,up,3.85,60.0,2
ARQT,SPY,LONG,25.94,25.334,25.458,up,3.81,59.0,0
HBH.DE,^GDAXI,LONG,84.8,79.7321,80.0436,up,3.65,58.0,4
VERX,SPY,SHORT,13.4,15.7492,11.0985,up,2.33,57.0,0
PUM.DE,^GDAXI,LONG,27.32,23.529,26.3844,up,1.85,56.0,0
SPY,SPY,SHORT,757.67,697.9131,759.2122,down,0.0,55.0,0
AMZN,SPY,LONG,284.02,235.3503,249.9177,up,-0.23,55.0,0
SIX2.DE,^GDAXI,LONG,71.1,67.2731,66.3351,up,-0.34,54.0,0
CRM,SPY,SHORT,185.95,203.907,163.4423,up,-0.62,53.0,2
DE,SPY,LONG,605.06,546.1042,583.9641,up,-0.98,52.0,0
2GB.DE,^GDAXI,SHORT,56.6415,44.4474,66.7818,down,-1.01,51.0,2
ODD,SPY,SHORT,15.23,25.3289,13.9627,up,-1.51,50.0,0
ADN1.DE,^GDAXI,SHORT,59.8,69.2924,53.1809,up,-2.33,49.0,2
SZG.DE,^GDAXI,LONG,53.0,45.6059,46.7824,up,-2.34,48.0,0
IBM,SPY,SHORT,224.6981,266.0836,242.6433,down,-2.52,47.0,0
IBKR,SPY,SHORT,87.75,76.0062,98.2139,down,-2.6,46.0,2
QQQ,SPY,SHORT,700.07,644.3524,714.268,down,-2.79,45.0,0
ESLT,SPY,LONG,830.15,715.6425,748.1205,up,-3.38,45.0,1
DUK,SPY,LONG,123.1968,122.2707,122.5749,up,-3.66,44.0,0
NVDA,SPY,SHORT,206.64,193.0622,214.1479,down,-3.97,43.0,0
NOC,SPY,SHORT,548.47,602.5964,506.9855,up,-5.07,42.0,2
22UA.DE,^GDAXI,SHORT,81.6,84.4913,84.5186,down,-5.1,41.0,0
NOV.DE,^GDAXI,SHORT,36.6254,31.3491,41.0636,down,-5.38,40.0,0
HLT,SPY,SHORT,314.197,305.765,340.698,down,-5.7,39.0,4
RHM.DE,^GDAXI,SHORT,1175.0,1456.1129,1016.9574,up,-6.68,38.0,0
STO3.DE,^GDAXI,SHORT,96.0,108.1518,98.1384,down,-6.81,37.0,0
META,SPY,SHORT,590.24,633.0014,611.3743,down,-7.12,36.0,0
GOOG,SPY,LONG,372.47,325.8455,330.0153,up,-9.2,35.0,0
MCD,SPY,SHORT,265.23,297.582,279.196,down,-9.52,35.0,2
PLTR,SPY,SHORT,125.65,152.6205,114.3408,up,-9.6,34.0,0
AVGO,SPY,SHORT,392.23,365.1449,416.7578,down,-11.17,33.0,0
LHX,SPY,SHORT,277.86,314.3126,305.6355,down,-11.2,32.0,0
NEM.DE,^GDAXI,SHORT,58.55,72.6079,57.8029,up,-11.49,31.0,0
RBC,SPY,SHORT,570.27,530.3742,614.2193,down,-12.01,30.0,0
GMED,SPY,SHORT,81.46,84.0618,83.9028,down,-12.21,29.0,0
WH,SPY,SHORT,75.27,78.024,81.4952,down,-12.67,28.0,0
BABA,SPY,SHORT,127.3,139.78,115.2365,up,-12.69,27.0,6
UBER,SPY,SHORT,71.61,78.4627,74.6115,down,-13.06,26.0,0
B,SPY,SHORT,37.36,41.0124,38.948,down,-13.29,25.0,0
CRSP,SPY,SHORT,49.57,53.9429,54.2048,down,-13.52,25.0,0
KTN.DE,^GDAXI,SHORT,21.26,22.7357,23.6406,down,-13.94,24.0,1
ST5.DE,^GDAXI,SHORT,18.88,20.909,19.7906,down,-15.7,23.0,0
CRNC,SPY,SHORT,8.92,9.78,10.1135,down,-15.98,22.0,0
TIMA.DE,^GDAXI,SHORT,43.8,46.876,45.9378,down,-16.23,21.0,0
PEGA,SPY,SHORT,31.2894,44.5336,31.7459,down,-17.18,20.0,0
LRN,SPY,SHORT,80.1,85.2095,94.9747,down,-17.39,19.0,0
JBL,SPY,SHORT,318.3212,278.6191,340.2171,down,-17.98,18.0,0
MBB.DE,^GDAXI,SHORT,190.4,191.0739,176.641,up,-18.22,17.0,0
CEG,SPY,SHORT,273.2899,306.3261,249.0199,up,-18.59,16.0,0
RBLX,SPY,SHORT,36.67,69.3978,48.4654,down,-19.72,15.0,0
QUBT,SPY,SHORT,8.74,10.2471,9.3209,down,-19.96,15.0,0
RKLB,SPY,SHORT,70.43,77.7902,80.0087,down,-20.31,14.0,0
SMCI,SPY,SHORT,28.64,32.6536,24.2094,up,-20.88,13.0,0
KGX.DE,^GDAXI,SHORT,39.9,51.9089,44.7445,down,-21.18,12.0,0
DUE.DE,^GDAXI,SHORT,18.48,20.0826,18.8582,down,-21.86,11.0,0
BWXT,SPY,SHORT,173.5164,196.6364,185.9332,down,-22.65,10.0,0
TSLA,SPY,SHORT,322.08,411.0639,354.9508,down,-22.74,9.0,0
