ticker,bench,klass,close,ma,stop,trend,rs_diff,rs_rank,strength
FTNT,SPY,LONG,153.22,99.7992,145.362,up,76.08,100.0,0
DELL,SPY,LONG,369.64,210.9905,363.2541,up,74.68,99.0,0
HPE,SPY,SHORT,44.44,29.0443,50.9157,down,54.52,98.0,3
NTNX,SPY,LONG,59.57,49.3249,52.922,up,38.35,97.0,5
MU,SPY,SHORT,739.0,511.3181,1044.515,down,34.83,96.0,5
DLTR,SPY,LONG,128.95,113.0992,115.2658,up,34.73,95.0,3
PTGX,SPY,LONG,133.0,96.7628,122.865,up,33.72,95.0,0
DBX,SPY,LONG,33.33,26.9812,29.5305,up,32.21,94.0,6
ANGO,SPY,LONG,14.63,11.7388,12.6106,up,29.61,93.0,4
CERT,SPY,LONG,8.09,7.6187,6.8668,up,29.42,92.0,7
EXTR,SPY,LONG,29.07,20.2661,28.3642,up,28.93,91.0,0
GFT.DE,^GDAXI,LONG,24.15,18.748,20.6522,up,28.09,90.0,0
ABBV,SPY,LONG,263.3,221.186,247.0803,up,26.87,89.0,4
RTX,SPY,LONG,214.5373,185.7022,199.9059,up,22.75,88.0,4
BC8.DE,^GDAXI,LONG,37.16,34.2509,33.3154,up,22.44,87.0,0
CSCO,SPY,SHORT,112.48,88.3889,122.0523,down,21.44,86.0,1
GE,SPY,SHORT,350.63,313.7874,373.4939,down,21.05,85.0,0
HOOD,SPY,SHORT,89.84,99.8245,110.354,down,20.48,85.0,0
ASAN,SPY,SHORT,8.51,9.4124,6.5997,up,20.26,84.0,0
MRNA,SPY,SHORT,54.49,44.5605,65.6268,down,18.62,83.0,2
ARQT,SPY,LONG,27.86,25.236,25.458,up,17.83,82.0,0
AMD,SPY,SHORT,429.56,309.1724,557.3343,down,17.66,81.0,0
AMGN,SPY,LONG,385.3878,337.7204,359.5407,up,16.94,80.0,4
U,SPY,LONG,32.04,31.4419,26.927,up,16.61,79.0,4
IOS.DE,^GDAXI,LONG,33.16,27.2287,30.2531,up,16.34,78.0,4
PUM.DE,^GDAXI,LONG,28.89,23.4316,26.3844,up,13.94,77.0,1
LUV,SPY,SHORT,44.38,41.3614,50.4565,down,13.52,76.0,0
NOV.DE,^GDAXI,LONG,41.011,31.2815,37.4712,up,12.87,75.0,4
KO,SPY,LONG,89.08,75.1232,83.2182,up,12.61,75.0,6
MTX.DE,^GDAXI,SHORT,356.6,343.7467,365.395,down,12.37,74.0,0
EXLS,SPY,LONG,35.99,34.0516,28.8074,up,11.91,73.0,7
V,SPY,LONG,368.0463,328.6072,343.9444,up,11.16,72.0,4
TOST,SPY,LONG,32.6,30.4298,28.5856,up,10.51,71.0,5
LMT,SPY,LONG,569.2,539.5693,532.4543,up,10.25,70.0,3
RDNT,SPY,SHORT,63.37,66.6289,68.0729,down,9.99,69.0,0
RBLX,SPY,SHORT,50.13,70.7347,47.0315,up,9.6,68.0,0
AIR.DE,^GDAXI,LONG,209.8,187.8371,195.5548,up,9.1,67.0,0
HBH.DE,^GDAXI,LONG,84.9,79.7455,78.9207,up,5.92,66.0,7
IBKR,SPY,SHORT,86.26,75.7161,98.2139,down,5.83,65.0,5
LYFT,SPY,SHORT,15.44,16.4883,16.1984,down,5.59,65.0,0
VRSN,SPY,LONG,290.0685,254.9011,258.1421,up,5.58,64.0,4
SIX2.DE,^GDAXI,LONG,71.3,67.2977,66.1418,up,4.95,63.0,0
ASML.AS,SPY,SHORT,1362.2,1198.5622,1614.6837,down,4.85,62.0,0
DE,SPY,LONG,610.95,543.7257,583.9641,up,4.63,61.0,0
NEM.DE,^GDAXI,SHORT,67.2,73.314,57.8029,up,4.37,60.0,2
APH,SPY,SHORT,150.31,141.3622,163.322,down,4.31,59.0,0
LRN,SPY,LONG,97.71,86.172,86.5137,up,3.49,58.0,0
HAG.DE,^GDAXI,LONG,84.62,79.4366,74.3391,up,3.23,57.0,6
MLB1.DE,^GDAXI,LONG,1636.8,1628.7825,1510.1224,up,2.24,56.0,2
ADN1.DE,^GDAXI,SHORT,60.9,69.8649,53.1809,up,2.22,55.0,4
CRM,SPY,SHORT,188.38,204.7802,160.8307,up,1.26,55.0,4
KTN.DE,^GDAXI,LONG,23.56,22.7819,22.7637,up,0.44,54.0,3
ODD,SPY,SHORT,14.97,25.8699,13.9627,up,0.35,53.0,0
SPY,SPY,SHORT,729.46,696.4914,759.2122,down,0.0,52.0,5
CSF.DE,^GDAXI,LONG,243.5,239.203,229.5038,up,-0.14,51.0,0
DUK,SPY,LONG,127.955,122.2473,122.5749,up,-0.24,50.0,1
HLT,SPY,SHORT,321.5736,304.9317,340.698,down,-0.46,49.0,0
VERX,SPY,SHORT,13.32,15.9275,11.0376,up,-0.5,48.0,0
22UA.DE,^GDAXI,SHORT,81.25,84.6243,84.5186,down,-1.74,47.0,0
8RMY.DE,^GDAXI,LONG,10.14,9.8937,9.5293,up,-2.98,46.0,0
QQQ,SPY,SHORT,661.73,642.9093,714.268,down,-3.22,45.0,6
IBM,SPY,SHORT,224.8272,266.7997,242.6433,down,-3.25,45.0,0
SZG.DE,^GDAXI,LONG,50.8,45.2833,46.7824,up,-3.62,44.0,0
STO3.DE,^GDAXI,SHORT,96.4,108.4901,98.1384,down,-3.86,43.0,0
2GB.DE,^GDAXI,SHORT,54.599,44.0972,66.7818,down,-4.32,42.0,7
META,SPY,SHORT,585.61,635.1921,658.7097,down,-5.2,41.0,0
NVDA,SPY,SHORT,190.01,192.8041,214.1479,down,-5.62,40.0,5
MCD,SPY,SHORT,271.52,297.9871,279.196,down,-6.12,39.0,0
LHX,SPY,SHORT,297.53,314.5558,281.9552,up,-6.15,38.0,0
SMCI,SPY,SHORT,25.7,33.0334,24.2094,up,-6.61,37.0,0
UBER,SPY,SHORT,71.2,78.8096,74.6115,down,-6.7,36.0,0
NOC,SPY,SHORT,535.05,603.7058,506.9855,up,-6.89,35.0,0
MSFT,SPY,SHORT,389.8062,431.9565,363.5258,up,-7.05,35.0,0
B,SPY,SHORT,36.36,40.9424,38.948,down,-7.43,34.0,1
WH,SPY,SHORT,75.58,78.0302,81.4952,down,-7.48,33.0,0
TIMA.DE,^GDAXI,SHORT,44.5,46.9495,45.9378,down,-7.71,32.0,0
ESLT,SPY,LONG,769.1,711.1659,748.1205,up,-8.84,31.0,0
RBC,SPY,SHORT,550.27,527.6437,614.2193,down,-9.12,30.0,5
CRSP,SPY,SHORT,47.64,54.2666,54.2048,down,-9.21,29.0,0
ST5.DE,^GDAXI,SHORT,18.88,20.9439,19.7906,down,-9.54,28.0,0
HIMS,SPY,SHORT,25.0,30.6058,36.0704,down,-10.28,27.0,0
MBB.DE,^GDAXI,LONG,191.0,190.7937,176.641,up,-12.3,26.0,0
GMED,SPY,SHORT,81.42,83.72,83.9028,down,-12.34,25.0,0
KGX.DE,^GDAXI,SHORT,42.12,52.1251,39.5207,up,-13.17,25.0,2
BABA,SPY,SHORT,115.03,140.3718,107.0073,up,-13.2,24.0,0
QCOM,SPY,SHORT,155.68,167.9244,186.0015,down,-13.21,23.0,6
AVGO,SPY,SHORT,370.32,364.3968,416.7578,down,-13.44,22.0,3
