ticker,bench,klass,close,ma,stop,trend,rs_diff,rs_rank,strength
DELL,SPY,LONG,434.5919,156.3203,363.2541,up,184.82,100.0,6
MU,SPY,LONG,1063.9363,347.7944,861.9573,up,174.21,99.0,8
AMD,SPY,LONG,521.54,240.914,430.4794,up,157.75,98.0,5
HPE,SPY,LONG,55.9862,24.4164,47.3121,up,154.17,97.0,9
2GB.DE,^GDAXI,LONG,73.0809,37.8666,56.8949,up,102.59,96.0,6
EXTR,SPY,LONG,29.48,18.4195,25.2423,up,97.6,95.0,7
CRNC,SPY,LONG,13.1,10.0219,10.206,up,65.44,95.0,7
FTNT,SPY,LONG,148.86,85.9245,127.9372,up,64.64,94.0,7
QCOM,SPY,LONG,239.9537,161.54,199.5047,up,64.22,93.0,1
RKLB,SPY,LONG,123.32,69.9228,113.8339,up,62.62,92.0,0
HIMS,SPY,SHORT,27.51,34.2332,28.4183,down,61.5,91.0,0
IESC,SPY,LONG,704.89,457.7385,593.3882,up,50.4,90.0,3
CSCO,SPY,LONG,127.5229,78.5365,112.56,up,50.37,89.0,7
QUBT,SPY,SHORT,12.25,12.1052,12.5322,down,47.91,88.0,0
ORCL,SPY,LONG,243.7321,205.3087,208.9869,up,47.18,87.0,7
SMCI,SPY,LONG,50.17,36.0098,40.5386,up,46.96,86.0,9
NOV.DE,^GDAXI,LONG,33.6715,30.3576,32.5013,up,43.51,85.0,0
U,SPY,SHORT,30.77,33.7976,26.4016,up,41.74,85.0,3
JBL,SPY,LONG,373.0794,250.7638,331.6461,up,41.54,84.0,2
AVGO,SPY,LONG,480.8091,352.4537,424.4936,up,32.75,83.0,7
IOS.DE,^GDAXI,LONG,30.08,29.0571,26.9295,up,28.19,82.0,4
SZG.DE,^GDAXI,LONG,65.1023,39.3623,56.313,up,27.39,81.0,8
NTNX,SPY,LONG,55.49,53.3596,47.0909,up,26.04,80.0,6
GFT.DE,^GDAXI,LONG,22.6857,17.9203,20.3538,up,23.24,79.0,2
IBKR,SPY,LONG,88.72,70.4339,79.7133,up,19.87,78.0,4
PUM.DE,^GDAXI,LONG,27.48,21.9254,25.8514,up,15.99,77.0,0
IBM,SPY,LONG,326.8851,266.1842,275.4044,up,14.85,76.0,7
NVDA,SPY,LONG,222.5606,187.8402,209.9502,up,12.04,75.0,2
ASML.AS,SPY,LONG,1460.0417,1029.5896,1277.4566,up,11.74,75.0,5
QQQ,SPY,LONG,745.3409,617.8102,712.406,up,11.29,74.0,7
VRSN,SPY,LONG,296.5395,255.7819,284.3026,up,9.05,73.0,0
AMZN,SPY,LONG,256.52,231.8318,252.4593,up,7.04,72.0,0
GOOG,SPY,SHORT,358.1744,300.8826,392.0501,down,6.95,71.0,0
HAG.DE,^GDAXI,SHORT,80.06,83.6299,76.6952,up,6.63,70.0,0
SIX2.DE,^GDAXI,LONG,70.0058,69.601,67.2613,up,3.2,69.0,0
DUE.DE,^GDAXI,SHORT,21.25,20.3682,22.1706,down,2.69,68.0,0
BIDU,SPY,SHORT,136.72,126.0561,146.2011,down,1.57,67.0,0
HOOD,SPY,SHORT,88.16,103.7083,73.9926,up,1.08,66.0,0
SPY,SPY,LONG,757.6182,678.125,738.2006,up,0.0,65.0,7
APH,SPY,LONG,148.1765,133.466,130.1737,up,-0.52,64.0,0
LRN,SPY,SHORT,97.91,98.6546,87.2967,up,-0.52,64.0,0
HLT,SPY,LONG,332.6985,291.9878,313.7225,up,-1.77,63.0,0
KTN.DE,^GDAXI,LONG,23.46,23.2777,21.7543,up,-3.85,62.0,5
BC8.DE,^GDAXI,SHORT,32.9301,35.563,29.9279,up,-4.11,61.0,6
ASAN,SPY,SHORT,8.68,10.7093,6.9724,up,-4.23,60.0,0
MSFT,SPY,SHORT,440.4808,454.8963,423.9069,up,-5.13,59.0,1
AIR.DE,^GDAXI,SHORT,172.6,186.5903,185.7085,down,-5.6,58.0,0
ACHR,SPY,SHORT,6.74,7.9463,5.5361,up,-5.61,57.0,3
TSLA,SPY,LONG,423.74,412.9513,396.1066,up,-6.47,56.0,0
WH,SPY,SHORT,81.0387,78.5861,84.4192,down,-6.56,55.0,0
LYFT,SPY,SHORT,14.11,17.3722,12.8523,up,-6.79,55.0,0
FIGR,SPY,SHORT,32.09,,40.7414,down,-7.99,54.0,0
CSF.DE,^GDAXI,SHORT,226.6,,225.7876,up,-8.13,53.0,0
NEM.DE,^GDAXI,SHORT,65.4,84.4463,58.5108,up,-8.14,52.0,1
