ticker,entry_time,entry,shares,notional,stop,scale_out,half_done,risk_pct,risk_eur,capped,reason,exit_time,exit,R,pnl,mark
DE,2026-08-31 09:30:00,645.87,2,1291.74,626.5138,674.9043,True,3.0,38.71,False,open,,,1.82,70.28,687.115
ANGO,2026-08-31 12:30:00,15.985,131,2094.03,15.5603,16.622,False,2.66,55.63,False,open,,,0.46,25.55,16.18
MU,2026-08-31 15:30:00,956.68,1,956.68,913.8956,1020.8566,False,4.47,42.78,False,open,,,-0.35,-15.1,941.575
MRNA,2026-09-01 12:30:00,149.43,4,597.72,136.1509,169.3486,False,8.89,53.12,False,open,,,0.03,1.8,149.88
MLB1.DE,2026-09-02 14:00:00,1696.0,1,1696.0,1660.9339,1748.5991,False,2.07,35.07,False,open,,,0.37,13.0,1709.0
NOV.DE,2026-09-02 15:00:00,40.36,46,1856.56,39.1693,42.146,False,2.95,54.77,False,open,,,0.03,1.84,40.4
